
1593206443157;2;donna;6;12;14
1593209761243;2;uomo;6;12;14
1593270322819;2;donna;7;11;14
1593281254237;2;donna;6;12;14
1593281738483;3;donna;10;11;14
1593288261696;2;uomo;10;13;14
1593289788840;4;donna;6;12;14
1593291179352;2;donna;6;11;14
1593291456801;3;uomo;10;12;14
1593297793762;2;donna;10;12;14
1593298147935;4;donna;6;11;14
1593299156733;4;donna;7;12;14
1593299269044;2;uomo;10;12;14
1593299360774;5;donna;10;11;14
1593299911883;5;donna;6;11;14
1593372354173;2;donna;10;12;14
1593372504123;3;donna;7;11;14
1593373621210;4;donna;6;11;14
1593387562098;5;donna;6;11;14
1593388181924;4;donna;6;12;14
1593414277142;2;donna;6;13;14
1593418814413;3;donna;7;11;14
1593419734178;2;uomo;6;12;14
1593441054418;3;uomo;6;11;14
1593447803607;3;uomo;7;11;14
1593448026502;1;donna;10;13;14
1593450340527;5;donna;6;12;14
1593451720602;3;uomo;6;11;14
1593453836918;2;uomo;7;11;14
1593456687447;3;donna;6;12;14
1593456814783;2;donna;6;11;14
1593457232162;2;donna;6;11;14
1593457379451;3;uomo;6;11;14
1593457660524;2;donna;6;11;14
1593457768650;3;uomo;6;11;14
1593457996178;2;donna;6;11;14
1593458008219;3;uomo;7;13;14
1593458322466;2;donna;6;11;14
1593459272645;2;uomo;10;13;14
1593459815081;2;donna;6;12;14
1593463369334;2;donna;6;11;15
1593465294675;3;donna;6;11;14
1593466285494;3;uomo;6;12;14
1593468162472;5;donna;10;11;14
1593475928831;3;donna;6;11;15
1593476780673;3;uomo;7;12;14
1593503308314;2;uomo;6;11;15
1593511338945;3;uomo;6;12;14
1593513290017;1;donna;10;11;14
1593514158408;1;uomo;6;13;14
1593516149188;2;donna;10;12;14
1593518768941;2;uomo;7;11;14
1593518844403;3;donna;6;12;15
1593519029585;2;donna;7;11;14
1593520084674;3;donna;6;12;14
1593520340570;2;uomo;6;12;14
1593520586414;1;donna;10;12;14
1593520805434;3;donna;7;11;14
1593520868616;5;uomo;10;11;15
1593521104427;3;uomo;7;11;14
1593521856413;2;uomo;6;11;14
1593522129185;2;uomo;6;11;14
1593522233921;3;donna;6;12;14
1593522481786;3;uomo;10;11;15
1593522709639;5;uomo;6;11;14
1593523702487;4;uomo;7;11;14
1593523968496;4;donna;7;12;14
1593524110051;2;uomo;7;11;14
1593524140978;4;uomo;6;13;14
1593524224206;4;donna;6;13;14
1593524366922;4;uomo;6;13;14
1593524741945;2;donna;10;11;14
1593525381742;3;donna;10;12;14
1593525605586;3;uomo;8;12;14
1593525942294;3;donna;10;11;14
1593526306131;5;donna;10;11;14
1593526421452;3;uomo;10;11;15
1593526609340;3;donna;6;11;14
1593527100772;2;uomo;6;12;14
1593527792032;2;uomo;6;12;14
1593527891613;3;uomo;6;11;14
1593528416040;2;donna;6;11;15
1593528805194;3;uomo;7;11;14
1593529087985;3;uomo;6;11;14
1593529807177;2;uomo;8;12;14
1593532624767;2;donna;6;12;14
1593532816226;3;uomo;10;11;15
1593532908511;3;donna;6;11;14
1593533019702;3;uomo;6;11;14
1593533286312;3;uomo;6;11;14
1593533531903;4;donna;10;11;14
1593533754621;5;donna;6;12;14
1593533901921;3;donna;6;11;14
1593534127321;3;uomo;10;11;14
1593534203520;5;donna;6;11;15
1593534474448;3;donna;7;11;15
1593534617453;4;uomo;10;11;14
1593535786052;3;uomo;10;12;14
1593536831944;3;donna;10;11;14
1593536962284;1;uomo;10;13;14
1593537061378;2;uomo;6;12;14
1593537309451;4;donna;6;11;14
1593537454141;2;donna;7;11;14
1593537665886;3;donna;7;11;14
1593537878023;5;uomo;7;12;14
1593537952979;3;uomo;10;12;14
1593538139278;2;uomo;6;12;14
1593538227570;3;donna;6;11;14
1593538473686;3;donna;10;11;14
1593538758756;2;uomo;6;12;14
1593538981904;2;donna;6;13;14
1593539042860;2;donna;6;13;14
1593544449440;2;uomo;7;12;14
1593545531276;2;uomo;6;11;14
1593546377505;4;uomo;6;11;14
1593547054242;3;uomo;6;12;14
1593547521400;3;donna;6;11;14
1593550364720;2;uomo;7;11;14
1593551070483;3;donna;10;12;14
1593553329024;1;uomo;7;11;14
1593553497176;2;donna;6;11;14
1593555044875;4;donna;10;11;14
1593555129064;5;uomo;6;11;14
1593585363726;3;uomo;6;11;14
1593586126245;2;donna;10;11;14
1593592410706;2;uomo;6;11;14
1593943243322;1;uomo;7;11;14
1593943332796;2;donna;7;11;15
1593943628065;2;uomo;6;12;14
1593943655433;2;uomo;7;12;14
1593950771482;3;uomo;6;12;14
1593951446025;1;uomo;7;11;15
1593953111214;1;donna;6;12;14
1593955105514;1;uomo;7;11;14
1593957106109;2;uomo;6;12;14
1593958586810;2;uomo;9;12;14
1593962345052;1;uomo;9;12;14
1593969034541;2;uomo;6;11;14
1593969410359;1;donna;7;11;14
20210625191003,3,donna;7;12;14
20210625191039,4,uomo;6;11;14
20210625194234,2,donna;7;11;14
20210625194719,2,donna;7;11;14
